,sparql_wikidata,paraphrased_question,question,best_translation,bert_q_NL,bert_NL_NL_gt,intra_cluster_distance
87,SELECT ?answer WHERE { [Grande Odalisque] [depicts] ?answer . ?answer [direction relative to location] [backwards]},What does the portray Review Odalisque speak to which has DRTL backwards?,What does the painting Grade Odalisque represent which has DRTL backwards?,What aspects of the Grande Odalisque painting are depicted in a backwards direction relative to its location?,0.5864192,0.77877486,3.4419167421029697
88,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [empire] . ?sbj [coat of arms] [royal coat of arms of the United Kingdom] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'british')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ","Title an realm that contains the word ""british"" in its name","Name an empire that contains the word ""british"" in its name",What are some British empires that have the royal coat of arms of the United Kingdom?,-0.00033787265,0.7109649,3.34012705765983
89,"SELECT ?value WHERE { [Antonio da Correggio] [date of birth] ?s . ?s [date of birth] ?x filter(contains(YEAR(?x),'1489')) . ?s [instance of] ?value}","Give me the instance of Antonio da Correggio, whose birthdate is 1489-8-1?",What is the instance of Antonio da Correggio whose date of birth is 1489-8-1?,What types of entities share the year 1489 as their date of birth alongside Antonio da Correggio?,0.9168698,0.8418786,4.366694965843789
90,SELECT ?answer WHERE { [Shigeno Yasutsugu] [student of] ?X . ?X [student] ?answer},Who was the instructor that administered Shigeno Yasutsugu?,Who was the teacher that supervised Shigeno Yasutsugu?,Who are the notable students of the individuals who taught Shigeno Yasutsugu?,0.57668215,0.86129737,0.851802278673194
91,SELECT ?value WHERE { [Kylie Minogue] [award received] ?s . ?s [award received] [Gold Logie Award for Most Popular Personality on Australian Television] . ?s [point in time] ?value},On what date did Kylie Minogue receive the Gold Logie Award for Most Popular Personality on Australian Television?,When did Kylie Minogue receive the Gold Logie Award for Most Popular Personality on Australian Television?,What dates did Kylie Minogue receive the Gold Logie Award for Most Popular Personality on Australian Television?,0.911306,0.9827881,2.388026051734925
92, select distinct ?obj where { [Alexander McQueen] [employer] ?obj . ?obj [instance of] [business] } ,What's the name of Alexander McQueen's business?,What business does Alexander McQueen have?,Who were the businesses that employed Alexander McQueen?,0.65770125,0.7968354,4.405859293569062
93,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [Greek deity] . ?sbj [sibling] [Zeus] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'poseidon')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",Let me know the Greek deity of kin of Zeus which contains the word poseidon in it's name?,Tell me the Greek deity of sibling of Zeus and that contains the word poseidon in it's name?,"What siblings of Zeus are considered Greek deities and have ""Poseidon"" in their name?",0.7092758,0.8873234,2.9944132718032996
94,SELECT ?answer WHERE { [Ultima III: Exodus] [part of the series] ?X . ?X [input device] ?answer},Who organizes the arrange of Ultima III: Departure?,Who organizes the order of Ultima III: Exodus?,What input devices are used in the series that includes Ultima III: Exodus?,0.60336256,0.836283,1.591705383701715
95, select distinct ?obj where { [Deadpool] [performer] ?obj . ?obj [instance of] [human] } ,Who was the lead performing artist for the motion picture Deadpool?,Who was the lead actor for the movie Deadpool?,Who are the human performers that portray the character Deadpool?,0.7504741,0.80344766,3.7813506477467453
96, select distinct ?obj where { [Sasha Grey] [contributed to creative work] ?obj . ?obj [instance of] [musical duo] } ,Say the melodic related work highlighting the work of Sasha Grey.,Mention the musical related work highlighting the work of Sasha Grey.,What musical duo has Sasha Grey contributed to?,0.5936119,0.70062804,1.2658951342865146
97,"SELECT ?obj WHERE { [John de Mol] [award received] ?s . ?s [award received] ?obj . ?s [point in time] ?x filter(contains(YEAR(?x),'2011')) }",in 2011 John de Mol won which award?,What award did John de Mol receive in 2011?,What awards did John de Mol receive in 2011?,0.9444927,0.8487973,1.5493411841235716
98,ASK WHERE { [Algeria] [total fertility rate] ?obj filter(?obj > 3.4284) } ,Is the entire richness rate of Algeria more noteworthy than 3.4284?,Is the total fertility rate of Algeria greater than 3.4284?,"What is the total fertility rate for Algeria, and is it greater than 3.4284?",0.9592459,0.8719174,3.1453113768665184
99,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [physical phenomenon] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'surface')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",Let me know physical marvel whose title has the word surface in it.,Tell me physical phenomenon whose name has the word surface in it.,"What English-named physical phenomena are associated with the term ""surface""?",0.9298043,0.6848916,5.303180150157228
100,"SELECT ?answer WHERE { [goat meat] [natural product of taxon] ?answer . ?answer [taxon common name] ?x FILTER(contains(?x,'Domestic Goat'))}",Which is made from the goat meat having a common title as Household Goat?,Which is made from the goat meat having a common name as Domestic Goat?,"What natural products are associated with the common name ""Domestic Goat""?",0.7991214,0.8597885,2.711732354768459
101, select distinct ?sbj where { ?sbj [commanded by] [Stonewall Jackson] . ?sbj [instance of] [battle] } ,Let me know ethnolect whose title has the word perkerdansk in it.,Stonewall Jackson commanded what battle?,What battles were commanded by Stonewall Jackson?,0.6298909,0.5984156,2.9113432367503562
102,"SELECT ?value WHERE { [Syria] [population] ?s . ?s [population] ?x filter(contains(?x,'8.08815e+06')) . ?s [point in time] ?value}",which is the point time for syria has populace as 8.08815e+06?,which is the point time for syria has population as 8.08815e+06?,"What was the point in time when the population of Syria was approximately 8,088,150?",0.53998613,0.7162549,2.8049112748789007
103,ASK WHERE { [marketing] [facet of] [human communication] . [marketing] [facet of] [product packaging] },"Is Human communication, packaging and labeling involved with marketing?","Does marketing involve Human communication, and packaging and labeling?",Does marketing encompass aspects of both human communication and product packaging?,0.61300874,0.9212964,1.7216614829701724
104,select ?ent where { ?ent [instance of] [stage race] . ?ent [event interval] ?obj } ORDER BY DESC(?obj)LIMIT 5 ,WHAT IS THE MAXIMUM FREQUENCY OF EVENT RACE,WHICH IS THE STAGE RACE WITH THE MAXIMUM FREQUENCY OF EVENT,What are the top 5 stage races based on their event intervals?,0.65593565,0.7964314,2.1194632725030065
105,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [autonomous region] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'xinjiang')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",Tell me the self sustaining area of the People's Republic of China which consists of the phrase xinjiang in it's name?,Tell me the autonomous region of the People's Republic of China which contains the word xinjiang in it's name?,"What autonomous regions are labeled in English that contain the term ""Xinjiang""?",0.91011894,0.81490195,2.4119368739744607
106,select ?ent where { ?ent [instance of] [Velká pardubická] . ?ent [race time] ?obj . ?ent [winner] [Peter Gehm]} ORDER BY ASC(?obj)LIMIT 5 ,What Velka Pardubicka has the lowest race time that was won by Peter Gehm?,What is the Velká pardubická with the lowest race time whose winner is Peter Gehm?,"What are the recorded race times of Peter Gehm, the winner of the Velká pardubická?",0.26851594,0.88638806,0.7206980642437889
107,SELECT ?ans_1 ?ans_2 WHERE { [Watchmen] [award received] ?ans_1 . [Watchmen] [author] ?ans_2 },"Who wrote the Watchmen, and what award were they given?",Who is the author of the Watchmen and what award did they receive?,"What awards has the comic book series Watchmen received, and who is its author?",0.5493721,0.8457375,1.5009675081630924
108, select distinct ?sbj where { ?sbj [patron saint] [Joseph] . ?sbj [instance of] [human settlement] } ,N / A N / A,,What human settlements have Joseph as their patron saint?,0.73259294,0.40185267,0.0
109, select distinct ?sbj where { ?sbj [language of work or name] [Esperanto] . ?sbj [instance of] [book] } ,Name a book written in Esperanto,Name a book written in Esperanto,What books are associated with the language Esperanto?,0.77491266,0.82832354,2.3035843412019474
110,select ?ent where { ?ent [instance of] [3D film] . ?ent [capital cost] ?obj . ?ent [FSK film rating] [FSK 12] } ORDER BY DESC(?obj)LIMIT 5 ,What FSK 12 rated 3D film cost the most?,Name the FSK 12 rated 3D film with the highest cost ?,What are the top five 3D films that have a capital cost and are rated FSK 12?,0.5588265,0.8280755,1.4919937743211615
111,SELECT (COUNT(?obj) AS ?value ) { [Daniel Dennett] [interested in] ?obj },Daniel Dennett is interested in by how many people?,How many are interested in Daniel Dennett?,How many items of special or vested interest are associated with Daniel Dennett?,0.92419565,0.73135865,4.249151500518319
112,"SELECT ?obj WHERE { [Bristol] [located in the administrative territorial entity] ?s . ?s [located in the administrative territorial entity] ?obj . ?s [end time] ?x filter(contains(YEAR(?x),'1996')) }","In the administrative territorial entity of Bristol, what significant event happened in 1996?","In 1996, what significant event happened in the administrative territorial entity of Bristol?",What administrative entities were located in Bristol that also had a designated boundary in 1996?,0.9678493,0.79470736,4.294483591742812
113,"SELECT ?obj WHERE { [Rhine] [coordinate location] ?s . ?s [coordinate location] ?obj . ?s [applies to part, aspect, or form] [river source] }",Where does the river Rhine originate from?,Where is the river source of the Rhine?,What are the geocoordinates of the source of the Rhine River?,0.64551795,0.82687795,1.502535993914562
114,SELECT ?obj WHERE { [Cate Blanchett] [nominated for] ?s . ?s [nominated for] ?obj . ?s [for work] [I'm Not There] },What was Cate blanchett work 'I'm Not There' nominated for,What was Cate Blanchett nominated for her work in I'm Not There?,"What awards has Cate Blanchett been nominated for in relation to the film ""I'm Not There""?",0.65670574,0.8590063,2.0681471948322616
115,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [tower] . ?sbj [depicted by] [Tower of Babel] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'babel')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",Tell me the tower that is depicted as Tower of Babel and includes the word babel in it's name?,Tell me the tower that is depicted as Tower of Babel and contains the word babel in it's name?,"What towers depicted by the Tower of Babel include ""babel"" in their English label?",0.69761413,0.86964846,2.8093373008531564
116,ASK WHERE { [human eye] [maximum wavelength of sensitivity] ?obj filter(?obj = 700) } ,Is 700 the maximum wavelength of sensitivity of the human eye?,is the maximum wavelength of sensitivity of the human eye equal to 700?,"What is the maximum wavelength of sensitivity that the human eye can detect, specifically 700 nanometers?",0.8020415,0.8740996,2.301005057644707
117,"SELECT ?answer WHERE { [Hermann Heinrich Gossen] [place of birth] ?answer . ?answer [Dewey Decimal Classification] ?x FILTER(contains(?x,'2--4355126'))}","Where was once the region of beginning of Hermann Heinrich Gossen, that has Q48460 such that 2--4355126?","Where was the location of birth of Hermann Heinrich Gossen, that has Q48460 such that 2--4355126?",What is the place of birth of Hermann Heinrich Gossen that is associated with the Dewey Decimal Classification 2--4355126?,0.90911436,0.8160474,1.9080609817744485
118,SELECT ?value WHERE { [Mo Yan] [award received] ?s . ?s [award received] [Nobel Prize in Literature] . ?s [followed by] ?value},Give me the person name who received nobel literature prize after Mo yan?,Who received the Nobel Prize in Literature after Mo Yan?,What awards did Mo Yan receive following the Nobel Prize in Literature?,0.66265,0.8075758,2.1843192763275012
119,SELECT ?value WHERE { [Eiji Toyoda] [award received] ?s . ?s [award received] [Order of Prince Henry] . ?s [point in time] ?value},Which year was Eiji Toyoda awarded for his work in Order of Prince Henry?,When did Eiji Toyoda win an award for his work in Order of Prince Henry?,What were the dates on which Eiji Toyoda received the Order of Prince Henry?,0.8341249,0.8762884,2.329095895499218
120,SELECT ?answer WHERE { [Michelle Wolf] [employer] ?answer . ?answer [location of formation] [New York City]},Who are labored for Michelle Wolf and its source place of group/organisation is placed in New York City?,Who are worked for Michelle Wolf and its source location of group/organisation is located in New York City?,What organization did Michelle Wolf work for that was formed in New York City?,0.5147341,0.7817281,2.055769534280422
121,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [unit of measurement] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'visus')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",What is the measuring unit that starts with the letter visus?,What are the unit of measurement which start with the letter visus,What are the English labels for the units of measurement related to vision?,0.21835805,0.81241405,4.5339212115542304
122,"SELECT ?value WHERE { [iTunes] [software version identifier] ?s . ?s [software version identifier] ?x filter(contains(?x,'12.7.5')) . ?s [publication date] ?value}",When was iTunes version 12.7.5 published?,what was the publication date for iTunes which has software version as 12.7.5?,What are the publication dates of the software version 12.7.5 for iTunes?,0.840328,0.9037261,2.8152274014851564
123, select distinct ?sbj where { ?sbj [designed by] [Dennis M. Ritchie] . ?sbj [instance of] [structured programming language] } ,Dennis M. Ritchie outlined which organized programming language?,Dennis M. Ritchie designed which structured programming language?,What structured programming languages were designed by Dennis M. Ritchie?,0.67756426,0.87458324,0.0
124,SELECT ?value WHERE { [Mickey Mouse] [contributor to the creative work or subject] ?s . ?s [contributor to the creative work or subject] [Ben Sharpsteen] . ?s [object of statement has role] ?value},How does Mickey Mouse feature in the creative work of Ben Sharpsteen?,What role does Mickey Mouse play in the creative work of Ben Sharpsteen?,What contributions did Ben Sharpsteen make to works featuring Mickey Mouse?,0.6060549,0.88407815,3.6823952861104225
125,"SELECT ?obj WHERE { [Tencent] [stock exchange] ?s . ?s [stock exchange] ?obj . ?s [ticker symbol] ?x filter(contains(?x,'0700')) }",What is the the symbol for stock 0700 in Tencent?,What is the stock exchange for the ticker symbol 0700 in Tencent?,Which stock exchanges are connected to Tencent that have the ticker symbol '0700'?,0.9237045,0.85653514,2.765912922127671
126,SELECT ?ans_1 ?ans_2 WHERE { [Soviet Union] [head of state] ?ans_1 . [Soviet Union] [office held by head of state] ?ans_2 },What is the head of state of the Soviet Union?,What are the head of state and the office held by head of state of the Soviet Union?,"Who were the heads of state of the Soviet Union, and what political office did they hold?",0.5906827,0.82185,2.575756444089288
127,SELECT ?value WHERE { [Dawn Fraser] [participant in] ?s . ?s [participant in] [1960 Summer Olympics] . ?s [award received] ?value},What award did Dawn Fraser get in the 1960 Olympics?,What is the name of award recieved for Dawn Fraser has participant of 1960 Summer Olympics ?,What awards did Dawn Fraser receive for participating in the 1960 Summer Olympics?,0.4256509,0.9473406,0.9457627751196002
128, select distinct ?obj where { [International Court of Justice] [parent organization] ?obj . ?obj [instance of] [international organization] } ,What is the parent organization for the Universal Court of Justice?,What is the parent organization for the International Court of Justice?,What international organization is the parent organization of the International Court of Justice?,0.81311584,0.92317766,2.1067678559661487
129,SELECT ?value WHERE { [Sarajevo] [twinned administrative body] ?s . ?s [twinned administrative body] [Serre Chevalier] . ?s [start time] ?value},When was the start of Sarajevo's?,What is the beginning of Sarajevo's,What is the start time of the partnership between Sarajevo and Serre Chevalier?,0.7827425,0.8192234,1.671210737546203
130,"SELECT ?obj WHERE { [Michelle Bachelet] [significant event] ?s . ?s [significant event] ?obj . ?s [point in time] ?x filter(contains(YEAR(?x),'1978')) }",What did Michelle Bachelet do on 6/1/1978?,What significant event in 1978-6-1 is Michelle Bachelet known for?,What notable events are associated with Michelle Bachelet that occurred in 1978?,0.9568541,0.75743735,2.4777922338215768
131,SELECT ?obj WHERE { [methyl chloride] [solubility] ?s . ?s [solubility] ?obj . ?s [solvent] [water] },Which is the solubility of methyl chloride in water?,What is the solubility of methyl chloride in water?,What are the solubility characteristics of methyl chloride when dissolved in water?,0.62901783,0.94759154,4.44086731176477
132,"SELECT ?obj WHERE { [Delaware River] [coordinate location] ?s . ?s [coordinate location] ?obj . ?s [applies to part, aspect, or form] [river source] }",Delaware rivers drains from what 5 us states,What five U.S. states does the Delaware River drain from?,What are the geocoordinates of the source of the Delaware River?,0.5689304,0.6383262,1.581181959998803
133,SELECT ?answer WHERE { wd:Q21197460 [ethnic group] ?X . ?X [native language] ?answer},Which birth dialect is Chizoba Ejike?,Which birth language is Chizoba Ejike?,What languages are spoken by the ethnic group associated with the subject identified as Q21197460?,0.29095602,0.6717551,3.7433016751192376
134,SELECT ?answer WHERE { [Star Trek Into Darkness] [original language of film or TV show] ?X . ?X [creator] ?answer},Who were the creators for the language of the original work of Star Trek Into Darkness?,Who is {creators} of {language of the original work} {Star Trek Into Darkness} ?,What creators were involved in the original language of the film Star Trek Into Darkness?,0.5934805,0.93912107,2.128030072785473
135,SELECT ?answer WHERE { [Leopold von Sacher-Masoch] [country of citizenship] ?X . ?X [population] ?answer},What is {inhabitants} {nationality} of {Leopold von Sacher-Masoch} ?,What is {inhabitants} {nationality} of {Leopold von Sacher-Masoch} ?,What is the population of the country where Leopold von Sacher-Masoch was a citizen?,0.548715,0.7948293,1.9197137367902644
136, select distinct ?sbj where { ?sbj [affiliation] [Columbia University] . ?sbj [instance of] [university building] } ,What is the Columbia University affiliation building?,What is the affiliation building in Columbia University,What university buildings are affiliated with Columbia University?,0.83221984,0.8936546,0.0
137,select ?ent where { ?ent [instance of] [commune of France] . ?ent [population] ?obj . ?ent [located in time zone] [UTC+01:00]} ORDER BY ASC(?obj)LIMIT 5 ,What is the smallest French city in time zone UTC+01:00?,What is the commune of France with the lowest population whose located in time zone is UTC+01:00?,What are the names of the communes in France that have a population and are located in the UTC+01:00 time zone?,-0.03240753,0.8390726,1.312350797704769
138,select ?ent where { ?ent [instance of] [self-governing city part in the Czech Republic] . ?ent [number of houses] ?obj . ?ent [instance of] [self-governing city part in the Czech Republic] } ORDER BY DESC(?obj)LIMIT 5 ,What district in the city has the MAX number of houses whose instance is in the district of the city?,What is the district of the city with the MAX(number of houses whose instance of is district of the city?,Which self-governing city parts in the Czech Republic have the highest number of houses?,0.87723684,0.830101,1.6065360882632878
139,SELECT ?answer WHERE { [Handball-Bundesliga] [season starts] ?X . ?X [series ordinal] ?answer},How numerous seasons of Handball-Bundesliga are there?,How many seasons of Handball-Bundesliga are there?,What is the ordinal position of the season when the Handball-Bundesliga starts?,0.3614565,0.81726456,2.774645329068777
140,"SELECT ?answer WHERE { [Wangari Muta Maathai] [residence] ?answer . ?answer [inflation rate] ?x FILTER(contains(?x,'2.9'))}","""What is region of house of Wangari Maathai,that has inflation charge of client fee index as 2.9?""","""What is place of residence of Wangari Maathai,that has inflation rate of consumer price index as 2.9?""",What places of residence has Wangari Muta Maathai lived in that have an inflation rate of 2.9%?,0.91056025,0.7377473,3.206266072185033
141,SELECT ?obj WHERE { [Pompey] [child] ?s . ?s [child] ?obj . ?s [mother] [Mucia Tertia] },What kid did Pompey and Mucia Tertia have?,"Who is the child of Pompey and the mother, Mucia Tertia?","What children does Pompey have through his mother, Mucia Tertia?",0.63366866,0.859828,4.068142068125364
142,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [alcoholic beverage] . ?sbj [fabrication method] [fermentation] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'rum')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ","Title an alcoholic refreshment that contains the word ""rum "" in its name","Name an alcoholic beverage that contains the word ""rum "" in its name",What types of alcoholic beverages that are produced through fermentation are referred to as 'rum'?,0.80747914,0.7467611,3.628362901839456
143,SELECT (COUNT(?sub) AS ?value ) { ?sub [terminus] [Vienna] },how many vienna in terminus,How many terminus are in Vienna,How many features that intersect with the road or train station are located in Vienna?,0.9298575,0.6596615,4.9736012806175225
144,SELECT ?answer WHERE { [Paroo River] [located in the administrative territorial entity] ?answer . ?answer [contains the administrative territorial entity] [Ku-ring-gai Council]},"What is within the locale of Paroo Stream, that isolates into Ku-ring-gai Committee?","What is in the region of Paroo River, that divides into Ku-ring-gai Council?",What administrative entity is the Paroo River located in that contains the Ku-ring-gai Council?,0.64138466,0.8607181,1.9813432762442316
145,"SELECT ?obj WHERE { [Changchun] [twinned administrative body] ?s . ?s [twinned administrative body] ?obj . ?s [start time] ?x filter(contains(YEAR(?x),'1992')) }","Since Aug. 25th, 1992 this has been the ister city of Changchun?","What has been the ister city of Changchun since Aug 25th, 1992?",What cities are twinned with Changchun and also have a twinning partnership that started in 1992?,0.95814013,0.7297623,2.7958393523432696
146,SELECT (COUNT(?sub) AS ?value ) { ?sub [lake on watercourse] [Urmia Lake] },Can you tell me the amount of lakes are rivers attached to Lake Urmia?,How many rivers and lakes are connected to Lake Urmia?,How many lakes on a watercourse are associated with Urmia Lake?,0.9266589,0.87874424,2.5813989361573397
147,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [soil type] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'vertisol')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",Disclose to me soil type whose name has the word vertisol in it.,Tell me soil type whose name has the word vertisol in it.,What are the different types of soil classified as vertisol?,0.4083436,0.7498877,2.02382816838417
148,"SELECT ?obj WHERE { [Justin Timberlake] [award received] ?s . ?s [award received] ?obj . ?s [point in time] ?x filter(contains(YEAR(?x),'2007')) }",What is { grant gotten } from { Justin Timberlake } that's { point in time } is { 2007 - - }?,What is { award received } from { Justin Timberlake } that is { point in time } is { 2007 - 0 - 0 }?,What awards did Justin Timberlake receive in 2007?,0.922506,0.63835156,0.0
149,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [religious concept] . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 't')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",Which devout concept begins with the letter t,Which religious concept starts with the letter t,What are some religious concepts that start with the letter 't'?,0.9464535,0.8024093,2.346113164431536
150,ASK WHERE { [Father of All Bombs] [explosive energy equivalent] ?obj filter(?obj < 52.8) } ,Is the equivalent of the Father of All Bombs explosive energy less than 52.8?,Is it true that the explosive energy equivalent of Father of All Bombs is less than 52.8?,What is the explosive energy equivalent of the Father of All Bombs that is less than 52.8?,0.952684,0.95458823,0.0
151,ASK WHERE { [Becherovka] [alcohol by volume] ?obj filter(?obj < 30.4) } ,Does the Becherovka liquor by volume less than 30.4,Does the Becherovka alcohol by volume less than 30.4,Does Becherovka have an alcohol by volume of less than 30.4%?,0.94430065,0.8873486,2.0075438824728438
152,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [prefecture-level city] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'ürümqi')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",What are the prefecture-level metropolis which start with the letter ürümqi,What are the prefecture-level city  which start with the letter ürümqi,"What are the English labels of the prefecture-level cities that include ""ürümqi"" in their names?",0.92037034,0.88758236,2.1170720367169023
153,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [ceremony] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'umhlanga')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",Tell me the ceremony in which the word umhlanga is named,tell me ceremony whose name has the word umhlanga in it,"What ceremonies are associated with the term ""umhlanga""?",0.77377605,0.87653553,0.0
154,SELECT ?answer WHERE { [inequality] [notation] ?X . ?X [used by] ?answer},Which is {played as} of {image} of {disparity} ?,Which is {played as} of {symbol} of {inequality} ?,What mathematical notation is used by inequality?,0.43936568,0.70763534,2.9877428160300106
155,SELECT ?answer WHERE { [League of Legends] [platform] ?X . ?X [has edition or translation] ?answer},What is the League of Legends runtime edition?,What is edition runtime for League of Legends?,What editions or translations are available for the platform of League of Legends?,0.43094778,0.85855865,1.141249873274157
156, select distinct ?obj where { [Amsterdam] [coat of arms] ?obj . ?obj [instance of] [Dutch municipal coat of arms] } ,What is the title of the Dutch civil coat of arms of Amsterdam?,What is the name of the Dutch municipal coat of arms of Amsterdam?,What is the coat of arms of Amsterdam that qualifies as a Dutch municipal coat of arms?,0.6324266,0.89474297,0.9928347464586723
157,SELECT (COUNT(?sub) AS ?value ) { ?sub [depositary] [United Nations Secretary-General] },Who are the depositors with the United Nations Secretary-General?,How many depositors are with the {United Nations Secretary-General} ?,How many entities are designated as the depositary by the United Nations Secretary-General?,0.93997943,0.89445966,3.613884037697975
158,SELECT ?answer WHERE { [Clark Kent] [based on] ?X . ?X [present in work] ?answer},Who gave the {is appeared in} of {based upon} of {Clark Kent} ?,Who gave the {is shown in} of {based upon} of {Clark Kent} ?,What works is Clark Kent based on that are present in his narratives?,0.7342335,0.7191684,2.1619976121366355
159,SELECT (COUNT(?sub) AS ?value ) { ?sub [direction relative to location] [west] },How far to the west are we located?,How far west are we?,How many subjects are located to the west relative to their geographical locations?,0.9327122,0.78856766,4.082773496070114
160,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj [instance of] [national association football team] . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'team')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25 ",Disclose me national association football team whose name has the word team in it.,Tell me national association football team whose name has the word team in it.,"What are the English labels of national association football teams that contain the word ""team""?",0.8890765,0.82288706,2.888332395145154
